statut,status_label,NCTId,eudraCT,completion_year,clinical_trial_title,acronym,results_1y,results_3y,results
🟥,rouge,NCT04590300,,2022,Impact Des Performances Cognitives et métacognitives Sur l'Apprentissage de Connaissances Lors de la réalisation de Programmes d'éducation thérapeutique,MetaCOGNITION,False,False,False
