NCTId,eudraCT,study_completion_year,has_results_or_publications,has_results_or_publications_within_1y,has_results_or_publications_within_3y
NCT00405210,,2009.0,False,False,False
,2008-004707-59,2009.0,True,False,False
,2008-004575-21,2012.0,True,False,False
,2015-001703-32,,False,False,False
