NCTId,eudraCT,study_completion_year,has_results_or_publications,has_results_or_publications_within_1y,has_results_or_publications_within_3y
NCT02700282,,2016.0,False,False,False
NCT03058081,,2018.0,True,True,True
NCT03069625,,2019.0,True,False,True
NCT03564028,,2019.0,True,True,True
NCT03626519,,2021.0,False,False,False
NCT03738501,,2022.0,False,False,False
NCT04171024,,2022.0,False,False,False
NCT05492162,,2023.0,False,False,False
