Centre Hospitalier Universitaire de Besancon
CHU de Besançon
CHU Besançon
Centre Hospitalier Régional Universitaire de Besancon
Hopital Jean Minjoz
Centre Hospitalier Régional Universitaire de Besançon
Centre Hospitalier Universitaire de Besançon
